Item No.,Item Description,Ref Standard,Pack,In Stock,InTransit Qty,Special  Price euro/1000,ETA Date
798405045BS-01,DIN 7984 M5x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"17,000",0,21.43,
798406040BS-03,DIN 7984 M6x40 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"22,800",0,21.45,
798406010BS-03,DIN 7984 M6x10 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"2,500",0,12.12,
798408035BS-03,DIN 7984 M8x35 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"48,200",0,35.10,
798412040BS-03,DIN 7984 M12x40 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,100,"2,600",0,86.21,
798406050BS-01,DIN 7984 M6x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"6,000",0,26.98,
798406045BS-03,DIN 7984 M6x45 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"16,600",0,23.89,
798408016BS-03,DIN 7984 M8x16 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"28,600",0,20.29,
798406060BS-03,DIN 7984 M6x60 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"1,600",0,30.91,
798408045BS-01,DIN 7984 M8x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"15,400",0,45.00,
798405010BS-03,DIN 7984 M5x10 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"33,000",0,8.44,
798408010BS-01,DIN 7984 M8x10 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"32,600",0,20.95,
798405016BS-01,DIN 7984 M5x16 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"50,500",0,9.06,
798408010BS-03,DIN 7984 M8x10 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"36,600",0,20.53,
798406012BS-03,DIN 7984 M6x12 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"48,000",0,11.08,
798408030BS-03,DIN 7984 M8x30 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"5,400",0,30.71,
798406070BS-03,DIN 7984 M6x70 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"4,800",0,33.54,
798406090BS-03,DIN 7984 M6x90 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,100,"4,500",0,38.37,
798408020BS-03,DIN 7984 M8x20 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"11,200",0,23.03,
798405020BS-01,DIN 7984 M5x20 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"61,500",0,10.60,
798408014BS-03,DIN 7984 M8x14 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"21,800",0,20.92,
798408055BS-03,DIN 7984 M8x55 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,100,"7,300",0,52.65,
798412045BS-01,DIN 7984 M12x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"3,600",0,98.33,
798406035BS-03,DIN 7984 M6x35 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"6,400",0,19.02,
798405018BS-01,DIN 7984 M5x18 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"27,000",0,9.73,
798405050BS-03,DIN 7984 M5x50 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"11,400",0,23.60,
798406040BS-01,DIN 7984 M6x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"11,400",0,22.01,
798406060BS-01,DIN 7984 M6x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"1,600",0,31.70,
798406025BS-01,DIN 7984 M6x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"6,500",0,14.51,
798408050BS-03,DIN 7984 M8x50 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"10,400",0,48.26,
798405020BS-03,DIN 7984 M5x20 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"18,500",0,10.60,
798405014BS-03,DIN 7984 M5x14 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"39,000",0,8.38,
798408045BS-03,DIN 7984 M8x45 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"8,800",0,43.88,
798406100BS-03,DIN 7984 M6x100 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,100,"1,400",0,40.78,
798405010BS-01,DIN 7984 M5x10 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"21,845",0,8.44,
798406055BS-01,DIN 7984 M6x55 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"3,000",0,29.45,
798406020BS-03,DIN 7984 M6x20 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"23,000",0,11.71,
798408022BS-01,DIN 7984 M8x22 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"1,200",0,24.98,
798408012BS-03,DIN 7984 M8x12 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"44,400",0,22.19,
798408035DS-01,DIN 7984 M8x35 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"34,800",0,36.90,
798405020DS-03,DIN 7984 M5x20 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,500,"32,000",0,10.39,
798405025DS-03,DIN 7984 M5x25 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,500,"27,500",0,12.51,
798416070DS-03,DIN 7984 M16x70 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,25,"2,975",0,267.75,
798406080BS-01,DIN 7984 M6x80 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"58,300",0,36.88,
798405035BS-01,DIN 7984 M5x35 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"27,200",0,17.10,
798408070BS-01,DIN 7984 M8x70 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"8,200",0,67.50,
798416080BS-01,DIN 7984 M16x80 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,25,"3,350",0,301.50,
798405045BS-03,DIN 7984 M5x45 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"2,400",0,21.43,
798405025BS-01,DIN 7984 M5x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"16,500",0,12.77,
798406045BS-01,DIN 7984 M6x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"14,400",0,24.50,
798410055BS-01,DIN 7984 M10x55 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"5,400",0,83.48,
798408025BS-03,DIN 7984 M8x25 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"20,200",0,26.33,
798406030BS-01,DIN 7984 M6x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"12,000",0,17.01,
798416060BS-01,DIN 7984 M16x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,50,550,0,234.00,
798405012BS-03,DIN 7984 M5x12 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"76,000",0,9.25,
798412060BS-01,DIN 7984 M12x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,50,"5,400",0,128.03,
798405025BS-03,DIN 7984 M5x25 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"69,500",0,12.77,
798420080BS-03,DIN 7984 M20x80 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,25,625,0,487.01,
798412030BS-03,DIN 7984 M12x30 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,100,300,5500,68.66,4/2/2026
798406016BS-03,DIN 7984 M6x16 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"39,500",0,10.18,
798405030BS-01,DIN 7984 M5x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"38,888",0,14.93,
798416040DS-03,DIN 7984 M16x40 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,50,"2,750",0,169.88,
798412025BS-01,DIN 7984 M12x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"6,200",0,62.33,
798410050BS-01,DIN 7984 M10x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"10,600",0,76.50,
798408014BS-01,DIN 7984 M8x14 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"7,200",0,22.38,
798408030BS-01,DIN 7984 M8x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"22,400",0,31.50,
798405016BS-03,DIN 7984 M5x16 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"37,000",0,9.06,
798406020BS-01,DIN 7984 M6x20 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"12,000",34500,12.02,4/30/2026
798406035BS-01,DIN 7984 M6x35 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"4,700",8600,19.51,4/25/2026
798406075BS-03,DIN 7984 M6x75 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,200,"19,400",0,34.75,
798416055AS-01,DIN 7984 M16x50 LOW HEAD CAP SCREW 8.8 ZNW,DIN 7984,50,"1,750",0,201.60,
798405016CS-01,DIN 7984 M5x16 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,500,"1,500",0,8.15,
798405025AS-03,DIN 7984 M5x25 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,500,"3,500",0,12.77,
798405030CS-01,DIN 7984 M5x30 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,500,"1,000",0,13.44,
798406020CS-01,DIN 7984 M6x20 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,500,"5,000",0,12.32,
798406040AS-03,DIN 7984 M6x40 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,200,400,0,21.45,
798408010CS-01,DIN 7984 M8x10 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"24,800",0,21.37,
798408012CS-01,DIN 7984 M8x12 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"2,000",0,23.09,
798408045CS-01,DIN 7984 M8x45 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"2,200",0,46.13,
798408050CS-01,DIN 7984 M8x50 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"1,000",0,50.74,
798408055AS-03,DIN 7984 M8x55 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,100,300,0,52.65,
798408070CS-01,DIN 7984 M8x70 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,100,"1,200",0,69.19,
798410012AS-03,DIN 7984 M10x12 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,200,"12,600",0,31.39,
798410045CS-01,DIN 7984 M10x45 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,100,"1,600",0,71.26,
798410050CS-01,DIN 7984 M10x50 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,100,"2,300",0,78.41,
798410060CS-01,DIN 7984 M10x60 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,100,"1,800",0,92.71,
798412055AS-03,DIN 7984 M12x55 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,100,"2,400",0,115.17,
798406012CS-01,DIN 7984 M6x12 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,500,"5,500",0,9.97,
798420120BS-03,DIN 7984 M20x120 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,10,100,0,702.00,
798406040CS-03,DIN 7984 M6x40 LOW HEAD CAP SCREW 10.9 BLK,DIN 7984,200,"16,800",0,22.01,
798416045AS-03,DIN 7984 M16x40 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,50,300,0,165.63,
798406060DS-01,DIN 7984 M6x60 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"5,200",0,32.50,
798410100DS-01,DIN 7984 M10x100 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"2,500",0,149.91,
798406080AS-03,DIN 7984 M6x80 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,200,"2,200",0,35.96,
798408014DS-01,DIN 7984 M8x14 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"7,200",0,24.81,
798412030DS-01,DIN 7984 M12x30 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"13,700",0,72.19,
798410050DS-03,DIN 7984 M10x50 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,100,"1,800",0,76.50,
798406080DS-01,DIN 7984 M6x80 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"5,400",0,37.80,
798406090DS-01,DIN 7984 M6x90 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"5,600",0,40.34,
798406070DS-01,DIN 7984 M6x70 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"10,600",0,35.26,
798420100DS-01,DIN 7984 M20x100 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,10,"1,250",0,627.30,
798410025CS-01,DIN 7984 M10x25 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"6,000",0,43.82,
798406018DS-03,DIN 7984 M6x18 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"1,500",0,11.23,
798406065BS-01,DIN 7984 M6x65 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,200,"7,800",0,33.05,
798412075BS-01,DIN 7984 M12x75 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,50,"2,250",0,158.18,
798405020DS-01,DIN 7984 M5x20 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"10,000",0,9.54,
798405040DS-01,DIN 7984 M5x40 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"17,000",0,17.34,
798405045DS-01,DIN 7984 M5x45 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"20,800",0,19.29,
798406040DS-01,DIN 7984 M6x40 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"8,200",0,22.56,
798406045DS-01,DIN 7984 M6x45 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"15,000",0,25.12,
798408030DS-01,DIN 7984 M8x30 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"5,400",0,32.29,
798408055DS-01,DIN 7984 M8x55 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"5,400",0,55.35,
798408060DS-01,DIN 7984 M8x60 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"9,400",0,59.96,
798408075DS-01,DIN 7984 M8x75 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"3,300",0,73.80,
798408090DS-01,DIN 7984 M8x90 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"4,200",0,87.64,
798408100DS-01,DIN 7984 M8x100 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"4,500",0,96.86,
798410035DS-01,DIN 7984 M10x35 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"15,400",0,56.96,
798410070DS-01,DIN 7984 M10x70 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"5,400",0,107.01,
798410080DS-01,DIN 7984 M10x80 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"7,100",0,121.31,
798412050DS-01,DIN 7984 M12x50 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"3,500",0,110.93,
798412055DS-01,DIN 7984 M12x55 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"1,000",0,121.08,
798412060DS-01,DIN 7984 M12x60 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"4,800",0,131.23,
798412100DS-01,DIN 7984 M12x100 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"2,300",0,213.33,
798416055DS-01,DIN 7984 M16x55 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"3,050",0,223.71,
798416060DS-01,DIN 7984 M16x60 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"1,300",0,239.85,
798416070DS-01,DIN 7984 M16x70 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"3,200",0,274.44,
798416080DS-01,DIN 7984 M16x80 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"2,000",0,309.04,
798416100DS-01,DIN 7984 M16x100 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"2,450",0,378.23,
798420050DS-01,DIN 7984 M20x50 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,25,"2,700",0,345.94,
798406030DS-03,DIN 7984 M6x30 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"5,500",0,17.01,
798406045DS-03,DIN 7984 M6x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"7,800",0,24.50,
798406055DS-03,DIN 7984 M6x55 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"16,400",0,29.45,
798408014DS-03,DIN 7984 M8x14 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"19,600",0,19.46,
798408030DS-03,DIN 7984 M8x30 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"11,600",0,31.50,
798408045DS-03,DIN 7984 M8x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"16,400",0,45.00,
798408055DS-03,DIN 7984 M8x55 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"10,700",0,54.00,
798408100DS-03,DIN 7984 M8x100 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"5,700",0,94.50,
798410012DS-03,DIN 7984 M10x12 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"4,800",0,30.69,
798410030DS-03,DIN 7984 M10x30 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"5,600",0,48.60,
798410045DS-03,DIN 7984 M10x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"11,900",0,69.53,
798410100DS-03,DIN 7984 M10x100 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,"2,300",0,146.25,
798412016DS-03,DIN 7984 M12x16 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"13,300",0,49.50,
798416055DS-03,DIN 7984 M16x55 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,"1,350",0,218.25,
798420055DS-03,DIN 7984 M20x55 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,000",0,360.00,
798420120DS-03,DIN 7984 M20x120 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,360",0,720.00,
798420130DS-03,DIN 7984 M20x130 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,10,90,0,774.00,
798420150DS-03,DIN 7984 M20x150 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,10,990,0,882.00,
798405008DS-03,DIN 7984 M5x8 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"58,000",0,8.90,
798410050DS-01,DIN 7984 M10x50 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"1,000",0,78.41,
798406100DS-03,DIN 7984 M6x100 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"5,500",0,41.83,
798416130DS-03,DIN 7984 M16x130 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,075",0,470.25,
798416140DS-03,DIN 7984 M16x140 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,000",0,504.00,
798406100DS-01,DIN 7984 M6x100 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"5,100",0,42.87,
798405008DS-01,DIN 7984 M5x8 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"37,000",0,8.90,
798405035DS-01,DIN 7984 M5x35 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"51,100",0,15.39,
798405040DS-03,DIN 7984 M5x40 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"10,000",0,18.88,
798406035CS-01,DIN 7984 M6x35 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"28,400",0,20.00,
798406040CS-01,DIN 7984 M6x40 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"6,800",0,22.56,
798406040DS-03,DIN 7984 M6x40 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"17,920",0,22.01,
798420040DS-01,DIN 7984 M20x40 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"2,200",0,299.81,
798405022BS-01,DIN 7984 M5x22 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"8,500",0,11.48,
798408018DS-03,DIN 7984 M8x18 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"7,800",0,22.16,
798406080DS-03,DIN 7984 M6x80 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"5,200",0,36.88,
798408050DS-03,DIN 7984 M8x50 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"6,200",0,49.50,
798405050DS-01,DIN 7984 M5x50 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"8,400",0,21.24,
798412040DS-01,DIN 7984 M12x40 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"3,700",0,90.64,
798405050DS-03,DIN 7984 M5x50 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"12,600",0,23.12,
798405018DS-03,DIN 7984 M5x18 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"33,500",0,9.54,
798416080DS-03,DIN 7984 M16x80 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,400",0,301.50,
798410012DS-01,DIN 7984 M10x12 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"2,000",0,28.60,
798408010DS-01,DIN 7984 M8x10 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"40,000",0,21.37,
798406090DS-03,DIN 7984 M6x90 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"5,100",0,39.35,
798410060DS-01,DIN 7984 M10x60 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"13,200",0,92.71,
798406060CS-01,DIN 7984 M6x60 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,200,"2,800",0,32.50,
798420120DS-01,DIN 7984 M20x120 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,10,"1,025",0,738.00,
798406016CS-01,DIN 7984 M6x16 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,500,"32,500",0,10.70,
798410016DS-01,DIN 7984 M10x16 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"8,200",0,33.21,
798408060CS-01,DIN 7984 M8x60 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,100,"1,500",0,59.96,
798410018DS-03,DIN 7984 M10x18 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"9,800",0,34.65,
798406010DS-01,DIN 7984 M6x10 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"11,000",0,10.30,
798406018DS-01,DIN 7984 M6x18 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"11,000",0,11.51,
798410070CS-01,DIN 7984 M10x70 LOW HEAD CAP SCREW 10.9 ZNW,DIN 7984,100,"1,600",0,107.01,
798416045DS-01,DIN 7984 M16x45 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"1,250",0,189.57,
798420110DS-03,DIN 7984 M20x110 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,10,20,0,666.00,
798416100DS-03,DIN 7984 M16x100 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,25,"1,675",0,369.00,
798408012DS-01,DIN 7984 M8x12 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"22,000",0,23.09,
798406035DS-03,DIN 7984 M6x35 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,500,"27,000",0,19.51,
798408090DS-03,DIN 7984 M8x90 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"5,300",0,85.50,
798420100AS-03,DIN 7984 M20x100 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,10,120,0,596.70,
798412055DS-03,DIN 7984 M12x55 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,100,"4,000",0,118.13,
798405010DS-01,DIN 7984 M5x10 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"137,500",0,8.44,
798416090DS-03,DIN 7984 M16x90 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,400",0,335.25,
798408010DS-03,DIN 7984 M8x10 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"23,600",0,20.95,
798405016DS-01,DIN 7984 M5x16 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,500,"11,000",0,8.15,
798406012DS-01,DIN 7984 M6x12 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"44,000",0,9.97,
798416050DS-03,DIN 7984 M16x50 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,50,"2,800",0,201.60,
798405025DS-01,DIN 7984 M5x25 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"50,000",0,11.49,
798408040DS-03,DIN 7984 M8x40 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,200,"5,400",0,40.50,
798410040DS-03,DIN 7984 M10x40 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,100,"1,200",0,62.55,
798412020DS-03,DIN 7984 M12x20 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"6,300",0,54.23,
798420140DS-03,DIN 7984 M20x140 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,10,490,0,828.00,
798416025DS-01,DIN 7984 M16x25 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"6,650",0,127.77,
798416090DS-01,DIN 7984 M16x90 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"2,700",0,343.63,
798420045DS-01,DIN 7984 M20x45 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"2,175",0,322.88,
798420040DS-03,DIN 7984 M20x40 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,25,"1,000",0,292.50,
798410016DS-03,DIN 7984 M10x16 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,200,"11,400",0,32.40,
798406025DS-01,DIN 7984 M6x25 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,500,"32,500",0,14.88,
798410060DS-03,DIN 7984 M10x60 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"3,700",0,90.45,
798412045DS-01,DIN 7984 M12x45 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"8,800",0,100.78,
798405014DS-03,DIN 7984 M5x14 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"42,000",0,8.21,
798408016DS-01,DIN 7984 M8x16 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"12,600",27400,21.33,4/30/2026
798416030DS-01,DIN 7984 M16x30 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,50,550,0,143.22,
798412035DS-01,DIN 7984 M12x35 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"9,000",0,80.49,
798408016DS-03,DIN 7984 M8x16 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,200,"15,200",0,20.81,
798412025DS-01,DIN 7984 M12x25 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,100,"2,800",0,63.88,
798410020DS-01,DIN 7984 M10x20 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"24,200",0,37.82,
