Article code,Item Full Name,Item Full Name English,Standard Name,Standard Code,Standard Group,Item article,Metric thread M,Thread pitch,Length,Coating,Material,Option,Packaging,King Name,King Size,King Code
256475,"Гайка кузовна М6х7 /[1,7- 2,7] A2 TN1015 (200 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,6,,7,,A2,,200,,,
244559,"Гайка кузовна М6х8,3 /[1,7- 2,5] A2 TN1015 (100 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,6,,8.3,,A2,,100,,,
249178,"Гайка кузовна М6х9,5 /[1,7- 2,6] A2 TN1015 (250 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,6,,9.5,,A2,,250,,,
249179,"Гайка кузовна М6х12,3 /[0,7- 1,7] A2 TN1015 (150 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,6,,12.3,,A2,,150,,,
256476,"Гайка кузовна М8х9,5 /[1,8- 3,2] A2 TN1015 (100 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,8,,9.5,,A2,,100,,,
256477,"Гайка кузовна М8х10,2 /[1- 1,7] A2 TN1015 (100 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,8,,10.2,,A2,,100,,,
256478,"Гайка кузовна М10х11 /[1,8- 3,2] A2 TN1015 (100 шт)",,TN,1015,TN 1015 A2,Гайка кузовна,10,,11,,A2,,100,,,
213896,Гайка М3 A1 відривна з насічкою TN1019 (100 шт),"ART 88106 Rivet nuts A 1/A 2 M 3 / 0,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,3,,,,A1,,100,,,
213897,Гайка М4 A1 відривна з насічкою TN1019 (100 шт),"ART 88106 Rivet nuts A 1/A 2 M 4 / 0,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,4,,,,A1,,100,,,
213898,Гайка М5 A1 відривна з насічкою TN1019 (100 шт),"ART 88106 Rivet nuts A 1/A 2 M 5 / 0,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,5,,,,A1,,100,,,
213899,Гайка М6 A1 відривна з насічкою TN1019 (100 шт),"ART 88106 Rivet nuts A 1/A 2 M 6 / 0,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,6,,,,A1,,100,,,
213900,Гайка М8 A1 відривна з насічкою TN1019 (100 шт),"ART 88106 Rivet nuts A 1/A 2 M 8 / 1,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,8,,,,A1,,100,,,
213901,Гайка М10 A1 відривна з насічкою TN1019 (100 шт),"ART 88106 Rivet nuts A 1/A 2 M 10 / 1,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,10,,,,A1,,100,,,
213902,Гайка М12 A1 відривна з насічкою TN1019 (50 шт),"ART 88106 Rivet nuts A 1/A 2 M 12 / 2,9 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,12,,,,A1,,50,,,
213903,Гайка М16 A1 відривна з насічкою TN1019 (50 шт),"ART 88106 Rivet nuts A 1/A 2 M 16 / 2,4 A 1/A 2 PU=S",TN,1019,TN 1019 A1,Гайка,16,,,,A1,,50,,,
256514,Гайка М2 A2 відривна з насічкою TN1019 (100 шт),,TN,1019,TN 1019 A2,Гайка,2,,,,A2,,100,,,
256515,"Гайка М2,5 A2 відривна з насічкою TN1019 (100 шт)",,TN,1019,TN 1019 A2,Гайка,2.5,,,,A2,,100,,,
256516,Гайка М3 A2 відривна з насічкою TN1019 (100 шт),,TN,1019,TN 1019 A2,Гайка,3,,,,A2,,100,,,
256517,Гайка М4 A2 відривна з насічкою TN1019 (100 шт),,TN,1019,TN 1019 A2,Гайка,4,,,,A2,,100,,,
256518,Гайка М5 A2 відривна з насічкою TN1019 (100 шт),,TN,1019,TN 1019 A2,Гайка,5,,,,A2,,100,,,
250381,Гайка М6 A2 відривна з насічкою TN1019 (100 шт),,TN,1019,TN 1019 A2,Гайка,6,,,,A2,,100,,,
256519,Гайка М8 A2 відривна з насічкою TN1019 (50 шт),,TN,1019,TN 1019 A2,Гайка,8,,,,A2,,50,,,
256520,Гайка М10 A2 відривна з насічкою TN1019 (50 шт),,TN,1019,TN 1019 A2,Гайка,10,,,,A2,,50,,,
256521,Гайка М12 A2 відривна з насічкою TN1019 (50 шт),,TN,1019,TN 1019 A2,Гайка,12,,,,A2,,50,,,
256522,Гайка М16 A2 відривна з насічкою TN1019 (50 шт),,TN,1019,TN 1019 A2,Гайка,16,,,,A2,,50,,,
256523,Гайка М20 A2 відривна з насічкою TN1019 (50 шт),,TN,1019,TN 1019 A2,Гайка,20,,,,A2,,50,,,
256472,Гайка М4 A2 відривна TN1021 (500 шт),,TN,1021,TN 1021 A2,Гайка,4,,,,A2,,500,,,
256473,Гайка М5 A2 відривна TN1021 (500 шт),,TN,1021,TN 1021 A2,Гайка,5,,,,A2,,500,,,
215776,Гайка М6 A2 відривна TN1021 (100 шт),Shear nut  M 6-A2   AN 94,TN,1021,TN 1021 A2,Гайка,6,,,,A2,,100,,,
215777,Гайка М8 A2 відривна TN1021 (100 шт),Shear nut  M 8-A2   AN 94,TN,1021,TN 1021 A2,Гайка,8,,,,A2,,100,,,
215778,Гайка М10 A2 відривна TN1021 (50 шт),Shear nut  M10-A2   AN 94,TN,1021,TN 1021 A2,Гайка,10,,,,A2,,50,,,
215779,Гайка М12 A2 відривна TN1021 (25 шт),Shear nut  M12-A2   AN 94,TN,1021,TN 1021 A2,Гайка,12,,,,A2,,25,,,
215780,Гайка М16 A2 відривна TN1021 (10 шт),Shear nut  M16-A2   AN 94,TN,1021,TN 1021 A2,Гайка,16,,,,A2,,10,,,
256474,Гайка М20 A2 відривна TN1021 (100 шт),,TN,1021,TN 1021 A2,Гайка,20,,,,A2,,100,,,
231445,Гайка М4 A2 метелик TN1026 (1000 шт),,TN,1026,TN 1026 A2,Гайка,4,,,,A2,,"1,000",,,
231448,Гайка М5 A2 метелик TN1026 (1000 шт),,TN,1026,TN 1026 A2,Гайка,5,,,,A2,,"1,000",,,
231452,Гайка М6 A2 метелик TN1026 (500 шт),,TN,1026,TN 1026 A2,Гайка,6,,,,A2,,500,,,
247176,Гайка М6х20 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,6,,,,A2,,100,,,
244939,Гайка М6х25 A2 подовжена TN1031 (50 шт),ART 88088 round coupling M 6 x 25 x 10 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,6,,,,A2,,50,,,
244940,Гайка М6х30 A2 подовжена TN1031 (50 шт),ART 88088 round coupling M 6 x 30 x 10 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,6,,,,A2,,50,,,
247177,Гайка М6х40 A2 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A2,Гайка,6,,,,A2,,50,,,
247178,Гайка М8х20 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,8,,,,A2,,100,,,
244941,Гайка М8х25 A2 подовжена TN1031 (50 шт),ART 88088 round coupling M 8 x 25 x 11 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,8,,,,A2,,50,,,
244942,Гайка М8х30 A2 подовжена TN1031 (50 шт),ART 88088 round coupling M 8 x 30 x 11 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,8,,,,A2,,50,,,
247179,Гайка М8х35 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,8,,,,A2,,100,,,
247180,Гайка М8х40 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,8,,,,A2,,100,,,
247181,Гайка М8х50 A2 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A2,Гайка,8,,,,A2,,50,,,
247182,Гайка М10х20 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,10,,,,A2,,100,,,
247183,Гайка М10х25 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,10,,,,A2,,100,,,
244943,Гайка М10х30 A2 подовжена TN1031 (25 шт),ART 88088 round coupling M 10 x 30 x 13 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,10,,,,A2,,25,,,
247184,Гайка М10х40 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,10,,,,A2,,100,,,
247185,Гайка М10х50 A2 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A2,Гайка,10,,,,A2,,100,,,
244944,Гайка М12х30 A2 подовжена TN1031 (25 шт),ART 88088 round coupling M 12 x 30 x 15 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,12,,,,A2,,25,,,
247186,Гайка М12х35 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,12,,,,A2,,25,,,
247187,Гайка М12х40 A2 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A2,Гайка,12,,,,A2,,50,,,
247188,Гайка М12х50 A2 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A2,Гайка,12,,,,A2,,50,,,
244945,Гайка М16х40 A2 подовжена TN1031 (10 шт),ART 88088 round coupling M 16 x 40 x 22 A 2 A 2 PU=S,TN,1031,TN 1031 A2,Гайка,16,,,,A2,,10,,,
247189,Гайка М16х50 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,16,,,,A2,,25,,,
247190,Гайка М20х50 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,20,,,,A2,,25,,,
256479,Гайка М20х60 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,20,,,,A2,,25,,,
256480,Гайка М20х70 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,20,,,,A2,,25,,,
256481,Гайка М24х50 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,24,,,,A2,,25,,,
256482,Гайка М24х60 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,24,,,,A2,,25,,,
256483,Гайка М24х70 A2 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A2,Гайка,24,,,,A2,,25,,,
256484,Гайка М30х60 A2 подовжена TN1031 (10 шт),,TN,1031,TN 1031 A2,Гайка,30,,,,A2,,10,,,
256491,Гайка М6х20 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,6,,,,A4,,100,,,
256492,Гайка М6х25 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,6,,,,A4,,100,,,
256485,Гайка М6х30 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,6,,,,A4,,100,,,
256493,Гайка М8х20 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,8,,,,A4,,100,,,
256494,Гайка М8х25 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,8,,,,A4,,100,,,
256495,Гайка М8х30 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,8,,,,A4,,100,,,
256496,Гайка М8х35 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,8,,,,A4,,100,,,
256497,Гайка М8х40 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,8,,,,A4,,100,,,
256486,Гайка М8х50 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,8,,,,A4,,100,,,
256498,Гайка М10х20 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,10,,,,A4,,100,,,
256499,Гайка М10х25 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,10,,,,A4,,100,,,
256500,Гайка М10х30 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,10,,,,A4,,100,,,
256501,Гайка М10х40 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,10,,,,A4,,100,,,
256487,Гайка М10х50 A4 подовжена TN1031 (100 шт),,TN,1031,TN 1031 A4,Гайка,10,,,,A4,,100,,,
256502,Гайка М12х30 A4 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A4,Гайка,12,,,,A4,,50,,,
256503,Гайка М12х40 A4 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A4,Гайка,12,,,,A4,,50,,,
256488,Гайка М12х50 A4 подовжена TN1031 (50 шт),,TN,1031,TN 1031 A4,Гайка,12,,,,A4,,50,,,
256504,Гайка М16х40 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,16,,,,A4,,25,,,
256489,Гайка М16х50 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,16,,,,A4,,25,,,
256490,Гайка М20х50 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,20,,,,A4,,25,,,
256505,Гайка М20х60 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,20,,,,A4,,25,,,
256506,Гайка М20х70 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,20,,,,A4,,25,,,
256507,Гайка М24х50 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,24,,,,A4,,25,,,
256508,Гайка М24х60 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,24,,,,A4,,25,,,
256509,Гайка М24х70 A4 подовжена TN1031 (25 шт),,TN,1031,TN 1031 A4,Гайка,24,,,,A4,,25,,,
256510,Гайка М30х60 A4 подовжена TN1031 (10 шт),,TN,1031,TN 1031 A4,Гайка,30,,,,A4,,10,,,
002766,Гайка М3 A2-70 ~DIN 934 TN1039 (1000 шт),DIN 980 A 2 V M 3 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,3,,,,A2-70,,"1,000",,,
002767,Гайка М4 A2-70 ~DIN 934 TN1039 (1000 шт),DIN 980 A 2 V M 4 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,4,,,,A2-70,,"1,000",,,
002768,Гайка М5 A2-70 ~DIN 934 TN1039 (1000 шт),DIN 980 A 2 V M 5 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,5,,,,A2-70,,"1,000",,,
002769,Гайка М6 A2-70 ~DIN 934 TN1039 (1000 шт),Prevailing torque type hex nut biloc  M 6-A2-70   ~DIN 934,TN,1039,TN 1039 A2-70,Гайка,6,,,,A2-70,,"1,000",,,
002770,Гайка М8 A2-70 ~DIN 934 TN1039 (500 шт),DIN 980 A 2 V M 8 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,8,,,,A2-70,,500,,,
002771,Гайка М10 A2-70 ~DIN 934 TN1039 (500 шт),DIN 980 A 2 V M 10 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,10,,,,A2-70,,500,,,
002772,Гайка М12 A2-70 ~DIN 934 TN1039 (250 шт),DIN 980 A 2 V M 12 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,12,,,,A2-70,,250,,,
002773,Гайка М14 A2-70 ~DIN 934 TN1039 (100 шт),DIN 980 A 2 V M 14 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,14,,,,A2-70,,100,,,
002774,Гайка М16 A2-70 ~DIN 934 TN1039 (100 шт),DIN 980 A 2 V M 16 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,16,,,,A2-70,,100,,,
002775,Гайка М18 A2-70 ~DIN 934 TN1039 (50 шт),DIN 980 A 2 V M 18 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,18,,,,A2-70,,50,,,
002776,Гайка М20 A2-70 ~DIN 934 TN1039 (25 шт),DIN 980 A 2 V M 20 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,20,,,,A2-70,,25,,,
002777,Гайка М22 A2-70 ~DIN 934 TN1039 (25 шт),DIN 980 A 2 V M 22 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,22,,,,A2-70,,25,,,
002778,Гайка М24 A2-70 ~DIN 934 TN1039 (25 шт),DIN 980 A 2 V M 24 DIN 934 with 3-point-crush A 2 PU=S,TN,1039,TN 1039 A2-70,Гайка,24,,,,A2-70,,25,,,
252805,"Гайка М2,5 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт)",,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,2.5,,,Gleitmo,A2-70,,200,,,
252806,Гайка М3 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,3,,,Gleitmo,A2-70,,200,,,
252807,Гайка М4 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,4,,,Gleitmo,A2-70,,200,,,
252808,Гайка М5 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,5,,,Gleitmo,A2-70,,200,,,
252809,Гайка М6 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,6,,,Gleitmo,A2-70,,200,,,
252810,Гайка М7 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,7,,,Gleitmo,A2-70,,200,,,
252811,Гайка М8 A2-70 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,8,,,Gleitmo,A2-70,,200,,,
252812,Гайка М10 A2-70 Gleitmo ~DIN 934 TN1039 (100 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,10,,,Gleitmo,A2-70,,100,,,
252813,Гайка М12 A2-70 Gleitmo ~DIN 934 TN1039 (100 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,12,,,Gleitmo,A2-70,,100,,,
252814,Гайка М14 A2-70 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,14,,,Gleitmo,A2-70,,50,,,
252815,Гайка М16 A2-70 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,16,,,Gleitmo,A2-70,,50,,,
252816,Гайка М18 A2-70 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,18,,,Gleitmo,A2-70,,50,,,
252817,Гайка М20 A2-70 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,20,,,Gleitmo,A2-70,,50,,,
252818,Гайка М22 A2-70 Gleitmo ~DIN 934 TN1039 (25 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,22,,,Gleitmo,A2-70,,25,,,
252819,Гайка М24 A2-70 Gleitmo ~DIN 934 TN1039 (10 шт),,TN,1039,TN 1039 A2-70 Gleitmo,Гайка,24,,,Gleitmo,A2-70,,10,,,
002780,Гайка М3 A4-80 ~DIN 934 TN1039 (1000 шт),DIN 980 A 4 V M 3 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,3,,,,A4-80,,"1,000",,,
002781,Гайка М4 A4-80 ~DIN 934 TN1039 (1000 шт),DIN 980 A 4 V M 4 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,4,,,,A4-80,,"1,000",,,
002782,Гайка М5 A4-80 ~DIN 934 TN1039 (1000 шт),DIN 980 A 4 V M 5 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,5,,,,A4-80,,"1,000",,,
002783,Гайка М6 A4-80 ~DIN 934 TN1039 (1000 шт),DIN 980 A 4 V M 6 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,6,,,,A4-80,,"1,000",,,
002784,Гайка М8 A4-80 ~DIN 934 TN1039 (500 шт),DIN 980 A 4 V M 8 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,8,,,,A4-80,,500,,,
002785,Гайка М10 A4-80 ~DIN 934 TN1039 (500 шт),DIN 980 A 4 V M 10 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,10,,,,A4-80,,500,,,
002786,Гайка М12 A4-80 ~DIN 934 TN1039 (250 шт),DIN 980 A 4 V M 12 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,12,,,,A4-80,,250,,,
002787,Гайка М14 A4-80 ~DIN 934 TN1039 (100 шт),DIN 980 A 4 V M 14 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,14,,,,A4-80,,100,,,
002788,Гайка М16 A4-80 ~DIN 934 TN1039 (100 шт),DIN 980 A 4 V M 16 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,16,,,,A4-80,,100,,,
002789,Гайка М18 A4-80 ~DIN 934 TN1039 (50 шт),DIN 980 A 4 V M 18 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,18,,,,A4-80,,50,,,
002790,Гайка М20 A4-80 ~DIN 934 TN1039 (25 шт),DIN 980 A 4 V M 20 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,20,,,,A4-80,,25,,,
002791,Гайка М22 A4-80 ~DIN 934 TN1039 (25 шт),,TN,1039,TN 1039 A4-80,Гайка,22,,,,A4-80,,25,,,
002792,Гайка М24 A4-80 ~DIN 934 TN1039 (25 шт),DIN 980 A 4 V M 24 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,24,,,,A4-80,,25,,,
002793,Гайка М30 A4-80 ~DIN 934 TN1039 (10 шт),DIN 980 A 4 V M 30 DIN 934 with 3-point-crush A 4 PU=S,TN,1039,TN 1039 A4-80,Гайка,30,,,,A4-80,,10,,,
252820,Гайка М3 A4-80 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,3,,,Gleitmo,A4-80,,200,,,
252821,Гайка М4 A4-80 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,4,,,Gleitmo,A4-80,,200,,,
252822,Гайка М5 A4-80 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,5,,,Gleitmo,A4-80,,200,,,
252823,Гайка М6 A4-80 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,6,,,Gleitmo,A4-80,,200,,,
252824,Гайка М8 A4-80 Gleitmo ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,8,,,Gleitmo,A4-80,,200,,,
252825,Гайка М10 A4-80 Gleitmo ~DIN 934 TN1039 (100 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,10,,,Gleitmo,A4-80,,100,,,
252826,Гайка М12 A4-80 Gleitmo ~DIN 934 TN1039 (100 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,12,,,Gleitmo,A4-80,,100,,,
252827,Гайка М14 A4-80 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,14,,,Gleitmo,A4-80,,50,,,
252828,Гайка М16 A4-80 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,16,,,Gleitmo,A4-80,,50,,,
252829,Гайка М18 A4-80 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,18,,,Gleitmo,A4-80,,50,,,
252830,Гайка М20 A4-80 Gleitmo ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,20,,,Gleitmo,A4-80,,50,,,
252831,Гайка М24 A4-80 Gleitmo ~DIN 934 TN1039 (10 шт),,TN,1039,TN 1039 A4-80 Gleitmo,Гайка,24,,,Gleitmo,A4-80,,10,,,
252890,Гайка М6 Duplex ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 Duplex,Гайка,6,,,,Duplex,,200,,,
252891,Гайка М8 Duplex ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 Duplex,Гайка,8,,,,Duplex,,200,,,
252892,Гайка М10 Duplex ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 Duplex,Гайка,10,,,,Duplex,,200,,,
252893,Гайка М12 Duplex ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 Duplex,Гайка,12,,,,Duplex,,200,,,
252894,Гайка М16 Duplex ~DIN 934 TN1039 (200 шт),,TN,1039,TN 1039 Duplex,Гайка,16,,,,Duplex,,200,,,
252895,Гайка М20 Duplex ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 Duplex,Гайка,20,,,,Duplex,,50,,,
252896,Гайка М24 Duplex ~DIN 934 TN1039 (50 шт),,TN,1039,TN 1039 Duplex,Гайка,24,,,,Duplex,,50,,,
263319,Болт М16х70 A2 DIN186 (25 шт),,DIN,186,DIN 186 A2,Болт,16,,70,,A2,,25,,,
249135,Болт М8х25 A4 DIN186 (50 шт),,DIN,186,DIN 186 A4,Болт,8,,25,,A4,,50,,,
249136,Болт М8х30 A4 DIN186 (50 шт),,DIN,186,DIN 186 A4,Болт,8,,30,,A4,,50,,,
249137,Болт М8х35 A4 DIN186 (50 шт),,DIN,186,DIN 186 A4,Болт,8,,35,,A4,,50,,,
249138,Болт М8х40 A4 DIN186 (50 шт),,DIN,186,DIN 186 A4,Болт,8,,40,,A4,,50,,,
249139,Болт М8х50 A4 DIN186 (50 шт),,DIN,186,DIN 186 A4,Болт,8,,50,,A4,,50,,,
249140,Болт М8х60 A4 DIN186 (50 шт),,DIN,186,DIN 186 A4,Болт,8,,60,,A4,,50,,,
249141,Болт М10х40 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,10,,40,,A4,,25,,,
249142,Болт М10х50 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,10,,50,,A4,,25,,,
249143,Болт М10х60 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,10,,60,,A4,,25,,,
249144,Болт М10х70 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,10,,70,,A4,,25,,,
249145,Болт М10х80 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,10,,80,,A4,,25,,,
249146,Болт М12х30 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,30,,A4,,25,,,
249147,Болт М12х40 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,40,,A4,,25,,,
249148,Болт М12х50 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,50,,A4,,25,,,
249149,Болт М12х55 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,55,,A4,,25,,,
249150,Болт М12х60 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,60,,A4,,25,,,
249151,Болт М12х70 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,70,,A4,,25,,,
249152,Болт М12х75 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,75,,A4,,25,,,
249153,Болт М12х80 A4 DIN186 (25 шт),,DIN,186,DIN 186 A4,Болт,12,,80,,A4,,25,,,
